gbifid	datasetkey	occurrenceid	kingdom	phylum	class	order	family	genus	species	infraspecificepithet	taxonrank	scientificname	countrycode	locality	publishingorgkey	decimallatitude	decimallongitude	elevation	elevationaccuracy	depth	depthaccuracy	eventdate	day	month	year	taxonkey	specieskey	basisofrecord	institutioncode	collectioncode	catalognumber	recordnumber	identifiedby	rights	rightsholder	recordedby	typestatus	establishmentmeans	lastinterpreted	mediatype	issue
1140816994	15f819bd-6612-4447-854b-14d12ee1022d	http://data.biodiversitydata.nl/Naturalis/specimen/L.3716962	Plantae	Pteridophyta	Polypodiopsida	Polypodiales	Dryopteridaceae	Acrorumohra	Acrorumohra diffracta		SPECIES	Dryopteris diffracta Hayata	VN	"Lam Dong. Lac Doung district, Xa Lat commune, Heaven gate of Bi Doup-Nui Ba national park."	396d5f30-dea9-11db-8ab4-b8a03c50a862	12.0925	108.37639									5653940	4041001	PRESERVED_SPECIMEN	Naturalis	Botany	L.3716962					Werff  HH van der; Gray  B; Hiep  NT; Khang  NS			2015-09-16T19:26Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1046426387	10791a2e-9980-49b6-b83e-86643d609b02	L.3716962	Plantae	Pteridophyta	Polypodiopsida	Polypodiales	Dryopteridaceae	Acrorumohra	Acrorumohra diffracti		SPECIES	Dryopteris diffracta Hayata	VN		396d5f30-dea9-11db-8ab4-b8a03c50a862	12.0925	108.37639					2009-12-11T01:00Z	11	12	2009	5653940	4041001	PRESERVED_SPECIMEN	Naturalis	Botany	L.3716962					"Werff, HH van der; Gray, B; Hiep, NT; Khang, NS"			2015-04-07T13:33Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
892963738	13b70480-bd69-11dd-b15f-b8a03c50a862		Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Aenictus	Aenictus artipus		SPECIES	"Aenictus artipus Wilson, 1964"	TH	Khao Chong Nature Education Centre	66522820-055c-11d8-b84e-b8a03c50a862	7.35	99.46									1317593	1317593	PRESERVED_SPECIMEN	CAS	antweb	casent0281956		R. R. Snelling			Snelling & Sonthichai			2014-06-05T21:36Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
865207579	13b70480-bd69-11dd-b15f-b8a03c50a862		Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Aenictus	Aenictus artipus		SPECIES	"Aenictus artipus Wilson, 1964"	TH	Khao Chong Nature Education Centre	66522820-055c-11d8-b84e-b8a03c50a862	7.35	99.46									1317593	1317593	PRESERVED_SPECIMEN	CAS	ANTWEB	casent0281956		R. R. Snelling			Snelling & Sonthichai			2015-05-14T00:10Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
893245304	13b70480-bd69-11dd-b15f-b8a03c50a862		Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Aenictus	Aenictus binghammi		SPECIES	"Aenictus binghami Forel, 1900"	TH	Huay Ko Haeng	66522820-055c-11d8-b84e-b8a03c50a862	18.68	98.78	450.0				1996-07-16T00:00Z	16	7	1996	1317525	1317525	PRESERVED_SPECIMEN	CAS	antweb	lacm ent 142734		R. R. Snelling			Snelling & Sonthichai			2014-06-05T21:55Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_INVALID;COUNTRY_DERIVED_FROM_COORDINATES
865435966	13b70480-bd69-11dd-b15f-b8a03c50a862		Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Aenictus	Aenictus binghami		SPECIES	"Aenictus binghami Forel, 1900"	TH	Huay Ko Haeng	66522820-055c-11d8-b84e-b8a03c50a862	18.68	98.78	450.0				1996-07-16T00:00Z	16	7	1996	1317525	1317525	PRESERVED_SPECIMEN	CAS	ANTWEB	lacm ent 142734		R. R. Snelling			Snelling & Sonthichai			2015-05-14T00:25Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_INVALID;COUNTRY_DERIVED_FROM_COORDINATES
1085645459	13b70480-bd69-11dd-b15f-b8a03c50a862		Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Aenictus	Aenictus ceylonicus		SPECIES	"Aenictus ceylonicus (Mayr, 1866)"	PG	Wau Gorge	66522820-055c-11d8-b84e-b8a03c50a862	-7.33333	146.717	910.0				1971-01-07T00:00Z	7	1	1971	1317547	1317547	PRESERVED_SPECIMEN	CAS	ANTWEB	anic32-023358		ThreeHouseLetMeIn			"Lowery,B.B."			2015-05-14T00:03Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
1085645463	13b70480-bd69-11dd-b15f-b8a03c50a862		Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Aenictus	Aenictus ceylonicus		SPECIES	"Aenictus ceylonicus (Mayr, 1866)"	PG	Kokoda (General)	66522820-055c-11d8-b84e-b8a03c50a862	-8.88333	147.733					1972-04-06T00:00Z	6	4	1972	1317547	1317547	PRESERVED_SPECIMEN	CAS	ANTWEB	anic32-023359		ThreeHouseLetMeIn			"Room,P.M."			2015-05-14T00:03Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
1085645467	13b70480-bd69-11dd-b15f-b8a03c50a862		Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Aenictus	Aenictus ceylonicus		SPECIES	"Aenictus ceylonicus (Mayr, 1866)"	PG	Bulolo	66522820-055c-11d8-b84e-b8a03c50a862	-7.2	146.65	1060.0				1967-12-29T00:00Z	29	12	1967	1317547	1317547	PRESERVED_SPECIMEN	CAS	ANTWEB	anic32-023360		ThreeHouseLetMeIn			"Lowery,B.B."			2015-05-14T00:03Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
1085645475	13b70480-bd69-11dd-b15f-b8a03c50a862		Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Aenictus	Eenictus ceylonicus		SPECIES	"Aenictus ceylonicus (Mayr, 1866)"	PG	Bulolo (general)	66522820-055c-11d8-b84e-b8a03c50a862	-7.25	146.667					1967-12-28T00:00Z	28	12	1967	1317547	1317547	PRESERVED_SPECIMEN	CAS	ANTWEB	anic32-023362		ThreeHouseLetMeIn			"Lowery,B.B."			2015-05-14T00:03Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
1085645478	13b70480-bd69-11dd-b15f-b8a03c50a862		Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Aenictus	Aenictus ceylonicus		SPECIES	"Aenictus ceylonicus (Mayr, 1866)"	PG	Popondetta	66522820-055c-11d8-b84e-b8a03c50a862	-8.76667	148.233					1973-03-27T00:00Z	27	3	1973	1317547	1317547	PRESERVED_SPECIMEN	CAS	ANTWEB	anic32-023363		ThreeHouseLetMeIn			"Room,P.M."			2015-05-14T00:03Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
1085645486	13b70480-bd69-11dd-b15f-b8a03c50a862		Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Aenictus	Aenictus ceylonicus		SPECIES	"Aenictus ceylonicus (Mayr, 1866)"	PG	Namatanai	66522820-055c-11d8-b84e-b8a03c50a862	-3.66667	152.433									1317547	1317547	PRESERVED_SPECIMEN	CAS	ANTWEB	anic32-023365		ThreeHouseLetMeIn			"Rigby,R."			2015-05-14T00:03Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
1085645490	13b70480-bd69-11dd-b15f-b8a03c50a862		Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Aenictus	Aenictus ceylonicus		SPECIES	"Aenictus ceylonicus (Mayr, 1866)"	PG	Yawasora nr. Wewak	66522820-055c-11d8-b84e-b8a03c50a862	-3.55	143.633	50.0				1972-07-05T00:00Z	5	7	1972	1317547	1317547	PRESERVED_SPECIMEN	CAS	ANTWEB	anic32-023366		ThreeHouseLetMeIn			"Taylor,R.W."			2015-05-14T00:03Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
1085645495	13b70480-bd69-11dd-b15f-b8a03c50a862		Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Aenictus	Aenictus ceylonicus		SPECIES	"Aenictus ceylonicus (Mayr, 1866)"	PG	Yawasora nr. Wewak	66522820-055c-11d8-b84e-b8a03c50a862	-3.55	143.633	50.0								1317547	1317547	PRESERVED_SPECIMEN	CAS	ANTWEB	anic32-023367		ThreeHouseLetMeIn			"Taylor,R.W."			2015-05-14T00:03Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
1085645498	13b70480-bd69-11dd-b15f-b8a03c50a862		Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Aenictus	Aenictus ceylonicus		SPECIES	"Aenictus ceylonicus (Mayr, 1866)"	PG	"Wau, McAdam Park"	66522820-055c-11d8-b84e-b8a03c50a862	-7.33333	146.717	1250.0				1972-06-14T00:00Z	14	6	1972	1317547	1317547	PRESERVED_SPECIMEN	CAS	ANTWEB	anic32-023368		ThreeHouseLetMeIn			"Taylor,R.W."			2015-05-14T00:03Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
1085645503	13b70480-bd69-11dd-b15f-b8a03c50a862		Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Aenictus	Aenictus ceylonicus		SPECIES	"Aenictus ceylonicus (Mayr, 1866)"	PG	"Markham Bridge, Lae"	66522820-055c-11d8-b84e-b8a03c50a862	-6.73333	146.967					1971-01-11T00:00Z	11	1	1971	1317547	1317547	PRESERVED_SPECIMEN	CAS	ANTWEB	anic32-023369		ThreeHouseLetMeIn			"Lowery,B.B."			2015-05-14T00:03Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
1085645508	13b70480-bd69-11dd-b15f-b8a03c50a862		Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Aenictus	Aenictus ceylonicus		SPECIES	"Aenictus ceylonicus (Mayr, 1866)"	PG	16km N of Bulolo	66522820-055c-11d8-b84e-b8a03c50a862	-7.05	146.65	610.0				1971-01-02T00:00Z	2	1	1971	1317547	1317547	PRESERVED_SPECIMEN	CAS	ANTWEB	anic32-023370		ThreeHouseLetMeIn			"Lowery,B.B."			2015-05-14T00:03Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
1085735526	13b70480-bd69-11dd-b15f-b8a03c50a862		Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Aenictus	Aenictus ceylonicus		SPECIES	"Aenictus ceylonicus (Mayr, 1866)"	ID	Maffin Bay [Maffin-baai]	66522820-055c-11d8-b84e-b8a03c50a862	-1.95	138.85					1944-08-08T00:00Z	8	8	1944	1317547	1317547	PRESERVED_SPECIMEN	CAS	ANTWEB	mczct-207588		ThreeHouseLetMeIn			"Ross,E.S."	PARATYPE		2015-05-14T00:25Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
892792938	13b70480-bd69-11dd-b15f-b8a03c50a862		Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Aenictus	Aenictus ceylonicus		SPECIES	"Aenictus ceylonicus (Mayr, 1866)"	PG	Bulolo (general)	66522820-055c-11d8-b84e-b8a03c50a862	-7.25	146.667					1967-12-28T00:00Z	28	12	1967	1317547	1317547	PRESERVED_SPECIMEN	CAS	antweb	anic32-023362		ThreeHouseLetMeIn			"Lowery,B.B."			2014-06-05T21:26Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
892792940	13b70480-bd69-11dd-b15f-b8a03c50a862		Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Aenictus	Aenictus ceyllonicus		SPECIES	"Aenictus ceylonicus (Mayr, 1866)"	PG	Bulolo	66522820-055c-11d8-b84e-b8a03c50a862	-7.2	146.65	1060.0				1967-12-29T00:00Z	29	12	1967	1317547	1317547	PRESERVED_SPECIMEN	CAS	antweb	anic32-023360		ThreeHouseLetMeIn			"Lowery,B.B."			2014-06-05T21:26Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
892792941	13b70480-bd69-11dd-b15f-b8a03c50a862		Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Aenictus	Aenictus ceylonicus		SPECIES	"Aenictus ceylonicus (Mayr, 1866)"	PG	Yawasora nr. Wewak	66522820-055c-11d8-b84e-b8a03c50a862	-3.55	143.633	50.0								1317547	1317547	PRESERVED_SPECIMEN	CAS	antweb	anic32-023367		ThreeHouseLetMeIn			"Taylor,R.W."			2014-06-05T21:26Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
892792948	13b70480-bd69-11dd-b15f-b8a03c50a862		Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Aenictus	Aenictus ceylonicus		SPECIES	"Aenictus ceylonicus (Mayr, 1866)"	PG	Wau Gorge	66522820-055c-11d8-b84e-b8a03c50a862	-7.33333	146.717	910.0				1971-01-07T00:00Z	7	1	1971	1317547	1317547	PRESERVED_SPECIMEN	CAS	antweb	anic32-023358		ThreeHouseLetMeIn			"Lowery,B.B."			2014-06-05T21:26Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
892792956	13b70480-bd69-11dd-b15f-b8a03c50a862		Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Aenictus	Aenictus ceylonicus		SPECIES	"Aenictus ceylonicus (Mayr, 1866)"	PG	"Wau, McAdam Park"	66522820-055c-11d8-b84e-b8a03c50a862	-7.33333	146.717	1250.0				1972-06-14T00:00Z	14	6	1972	1317547	1317547	PRESERVED_SPECIMEN	CAS	antweb	anic32-023368		ThreeHouseLetMeIn			"Taylor,R.W."			2014-06-05T21:26Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
892792963	13b70480-bd69-11dd-b15f-b8a03c50a862		Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Aenictus	Aenictus ceylonicus		SPECIES	"Aenictus ceylonicus (Mayr, 1866)"	PG	16km N of Bulolo	66522820-055c-11d8-b84e-b8a03c50a862	-7.05	146.65	610.0				1971-01-02T00:00Z	2	1	1971	1317547	1317547	PRESERVED_SPECIMEN	CAS	antweb	anic32-023370		ThreeHouseLetMeIn			"Lowery,B.B."			2014-06-05T21:26Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
892792967	13b70480-bd69-11dd-b15f-b8a03c50a862		Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Aenictus	Aenictus ceylonicus		SPECIES	"Aenictus ceylonicus (Mayr, 1866)"	PG	"Markham Bridge, Lae"	66522820-055c-11d8-b84e-b8a03c50a862	-6.73333	146.967					1971-01-11T00:00Z	11	1	1971	1317547	1317547	PRESERVED_SPECIMEN	CAS	antweb	anic32-023369		ThreeHouseLetMeIn			"Lowery,B.B."			2014-06-05T21:26Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
892792969	13b70480-bd69-11dd-b15f-b8a03c50a862		Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Aenictus	Aenictus ceylonicus		SPECIES	"Aenictus ceylonicus (Mayr, 1866)"	PG	Namatanai	66522820-055c-11d8-b84e-b8a03c50a862	-3.66667	152.433									1317547	1317547	PRESERVED_SPECIMEN	CAS	antweb	anic32-023365		ThreeHouseLetMeIn			"Rigby,R."			2014-06-05T21:26Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
892792976	13b70480-bd69-11dd-b15f-b8a03c50a862		Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Aenictus	Aenictus ceylonicus		SPECIES	"Aenictus ceylonicus (Mayr, 1866)"	PG	Yawasora nr. Wewak	66522820-055c-11d8-b84e-b8a03c50a862	-3.55	143.633	50.0				1972-07-05T00:00Z	5	7	1972	1317547	1317547	PRESERVED_SPECIMEN	CAS	antweb	anic32-023366		ThreeHouseLetMeIn			"Taylor,R.W."			2014-06-05T21:26Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
892792986	13b70480-bd69-11dd-b15f-b8a03c50a862		Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Aenictus	Aenictus ceylonicus		SPECIES	"Aenictus ceylonicus (Mayr, 1866)"	PG	Popondetta	66522820-055c-11d8-b84e-b8a03c50a862	-8.76667	148.233					1973-03-27T00:00Z	27	3	1973	1317547	1317547	PRESERVED_SPECIMEN	CAS	antweb	anic32-023363		ThreeHouseLetMeIn			"Room,P.M."			2014-06-05T21:26Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
892792990	13b70480-bd69-11dd-b15f-b8a03c50a862		Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Aenictus	Aenictus ceylonicus		SPECIES	"Aenictus ceylonicus (Mayr, 1866)"	PG	Kokoda (General)	66522820-055c-11d8-b84e-b8a03c50a862	-8.88333	147.733					1972-04-06T00:00Z	6	4	1972	1317547	1317547	PRESERVED_SPECIMEN	CAS	antweb	anic32-023359		ThreeHouseLetMeIn			"Room,P.M."			2014-06-05T21:26Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
893250055	13b70480-bd69-11dd-b15f-b8a03c50a862		Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Aenictus	Aenictus ceylonicus		SPECIES	"Aenictus ceylonicus (Mayr, 1866)"	ID	Maffin Bay [Maffin-baai]	66522820-055c-11d8-b84e-b8a03c50a862	-1.95	138.85					1944-08-08T00:00Z	8	8	1944	1317547	1317547	PRESERVED_SPECIMEN	CAS	antweb	mczct-207588		ThreeHouseLetMeIn			"Ross,E.S."	PARATYPE		2014-06-05T21:55Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
892951037	13b70480-bd69-11dd-b15f-b8a03c50a862		Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Aenictus	Aenictus cornutus		SPECIES	"Aenictus cornutus Forel, 1900"	PG	"Ivimka Camp, Lakekamu Basin"	66522820-055c-11d8-b84e-b8a03c50a862	-7.7	146.8	110.0				1996-11-12T00:00Z	12	11	1996	1317627	1317627	PRESERVED_SPECIMEN	CAS	antweb	casent0249269		Snelling			R.R.Snelling			2014-06-05T21:36Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
865194887	13b70480-bd69-11dd-b15f-b8a03c50a862		Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Aenictus	Aenictus cornutus		SPECIES	"Aenictus cornutus Forel, 1900"	PG	"Ivimka Camp, Lakekamu Basin"	66522820-055c-11d8-b84e-b8a03c50a862	-7.7	146.8	110.0				1996-11-12T00:00Z	12	11	1996	1317627	1317627	PRESERVED_SPECIMEN	CAS	ANTWEB	casent0249269		Snelling			R.R.Snelling			2015-05-14T00:10Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
1085645510	13b70480-bd69-11dd-b15f-b8a03c50a862		Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Aenictus	Aenictus exilis		SPECIES	"Aenictus exilis Wilson, 1964"	PG	"Timber Track, c.16km NW Lae"	66522820-055c-11d8-b84e-b8a03c50a862	-6.63333	146.9	220.0				1972-06-12T00:00Z	12	6	1972	1317532	1317532	PRESERVED_SPECIMEN	CAS	ANTWEB	anic32-023371					"Taylor,R.W."			2015-05-14T00:03Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
892792933	13b70480-bd69-11dd-b15f-b8a03c50a862		Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Aenictus	Aenictus exilis		SPECIES	"Aenictus exilis Wilson, 1964"	PG	"Timber Track, c.16km NW Lae"	66522820-055c-11d8-b84e-b8a03c50a862	-6.63333	146.9	220.0				1972-06-12T00:00Z	12	6	1972	1317532	1317532	PRESERVED_SPECIMEN	CAS	antweb	anic32-023371					"Taylor,R.W."			2014-06-05T21:26Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
1037289617	beed1b50-8c73-11dc-aaed-b8a03c50a862	ac9cb148-1f5a-43a5-b364-db40f4975454	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Aenictus	Aenictus exilis		SPECIES	"Aenictus exilis Wilson, 1964"	PG	"Timber Track, c.16km NW Lae"	06bbd2a0-671b-11d8-b9b2-b8a03c50a862	-6.63333	146.89999	220.0				1972-06-12T00:00Z	12	6	1972	1317532	1317532	PRESERVED_SPECIMEN	CSIRO	ANIC	32-023371-036	RWT Acc. 72.216				"Taylor,R.W."			2015-04-30T09:13Z		COORDINATE_ROUNDED
892963797	13b70480-bd69-11dd-b15f-b8a03c50a862		Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Aenictus	Aenictus fergusoni		SPECIES	"Aenictus fergusoni Forel, 1901"	TH	Doi Inthanon NP	66522820-055c-11d8-b84e-b8a03c50a862	18.49	98.62	1000.0				1996-07-11T00:00Z	11	7	1996	1317647	1317647	PRESERVED_SPECIMEN	CAS	antweb	casent0281962		R. R. Snelling			R. R. Snelling & Saowapa Sonthichai			2014-06-05T21:36Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
865207705	13b70480-bd69-11dd-b15f-b8a03c50a862		Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Aenictus	Aenictus fergussoni		SPECIES	"Aenictus fergusoni Forel, 1901"	TH	Doi Inthanon NP	66522820-055c-11d8-b84e-b8a03c50a862	18.49	98.62	1000.0				1996-07-11T00:00Z	11	7	1996	1317647	1317647	PRESERVED_SPECIMEN	CAS	ANTWEB	casent0281962		R. R. Snelling			R. R. Snelling & Saowapa Sonthichai			2015-05-14T00:10Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
1085668518	13b70480-bd69-11dd-b15f-b8a03c50a862		Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Aenictus	Aenictus hracilis		SPECIES	"Aenictus gracilis Emery, 1893"	SG	Bukit Timah Nat. Res.	66522820-055c-11d8-b84e-b8a03c50a862	1.38333	103.8					1967-05-28T00:00Z	28	5	1967	1317551	1317551	PRESERVED_SPECIMEN	CAS	ANTWEB	anic32-059592					"Murphy,D.H."			2015-05-14T00:06Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
892816112	13b70480-bd69-11dd-b15f-b8a03c50a862		Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Aenictus	Aenictus gracilis		SPECIES	"Aenictus gracilis Emery, 1893"	SG	Bukit Timah Nat. Res.	66522820-055c-11d8-b84e-b8a03c50a862	1.38333	103.8					1967-05-28T00:00Z	28	5	1967	1317551	1317551	PRESERVED_SPECIMEN	CAS	antweb	anic32-059592					"Murphy,D.H."			2014-06-05T21:27Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
892918232	13b70480-bd69-11dd-b15f-b8a03c50a862		Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Aenictus	Aenictus gracilis		SPECIES	"Aenictus gracilis Emery, 1893"	MY	Maliau Basin	66522820-055c-11d8-b84e-b8a03c50a862	4.83028	116.90028	937.0				2006-03-11T00:00Z	11	3	2006	1317551	1317551	PRESERVED_SPECIMEN	CAS	antweb	casent0179063					Sukarman Sukimin			2014-06-05T21:33Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
1037318447	beed1b50-8c73-11dc-aaed-b8a03c50a862	fe70271d-24fe-4806-908f-d99fe1078793	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Aenictus	Aenictus gracilis		SPECIES	"Aenictus gracilis Emery, 1893"	SG	Bukit Timah Nat. Res.	06bbd2a0-671b-11d8-b9b2-b8a03c50a862	1.38333	103.8					1967-05-28T00:00Z	28	5	1967	1317551	1317551	PRESERVED_SPECIMEN	CSIRO	ANIC	32-059592-916					"Murphy,D.H."			2015-04-30T09:14Z		COORDINATE_ROUNDED
865163800	13b70480-bd69-11dd-b15f-b8a03c50a862		Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Aenictus	Aenictus gracilis		SPECIES	"Aenictus gracilis Emery, 1893"	MY	Maliau Basin	66522820-055c-11d8-b84e-b8a03c50a862	4.83028	116.90028	937.0				2006-03-11T00:00Z	11	3	2006	1317551	1317551	PRESERVED_SPECIMEN	CAS	ANTWEB	casent0179063					Sukarman Sukimin			2015-05-14T00:09Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
919788326	7931dcab-94f1-46ce-8092-56e4335423de	158124	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Aenictus	Aenictus gracilis		SPECIES	"Aenictus gracilis Emery, 1893"	MY	Ulu Gombak	7b8aff00-a9f8-11d8-944b-b8a03c50a862	3.32833	101.66917					1996-12-05T00:00Z	5	12	1996	1317551	1317551	PRESERVED_SPECIMEN	FMNH	Insects	FMNH-INS 0000 045 003		K. Rosciszewski	http://fieldmuseum.org/about/copyright-information		U. Maschwitz			2014-06-26T21:43Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
919788335	7931dcab-94f1-46ce-8092-56e4335423de	158123	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Aenictus	Aenictus gracilis		SPECIES	"Aenictus gracilis Emery, 1893"	MY	Ulu Gombak	7b8aff00-a9f8-11d8-944b-b8a03c50a862	3.32833	101.66917					1996-12-05T00:00Z	5	12	1996	1317551	1317551	PRESERVED_SPECIMEN	FMNH	Insects	FMNH-INS 0000 045 002		K. Rosciszewski	http://fieldmuseum.org/about/copyright-information		U. Maschwitz			2014-06-26T21:43Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
919788338	7931dcab-94f1-46ce-8092-56e4335423de	158128	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Aenictus	Aenictus gracilis		SPECIES	"Aenictus gracilis Emery, 1893"	MY	Ulu Gombak	7b8aff00-a9f8-11d8-944b-b8a03c50a862	3.32833	101.66917					1996-12-05T00:00Z	5	12	1996	1317551	1317551	PRESERVED_SPECIMEN	FMNH	Insects	FMNH-INS 0000 045 005		K. Rosciszewski	http://fieldmuseum.org/about/copyright-information		U. Maschwitz			2014-06-26T21:43Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
919788340	7931dcab-94f1-46ce-8092-56e4335423de	158126	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Aenictus	Aenictus gracilis		SPECIES	"Aenictus gracilis Emery, 1893"	MY	Ulu Gombak	7b8aff00-a9f8-11d8-944b-b8a03c50a862	3.32833	101.66917					1996-12-05T00:00Z	5	12	1996	1317551	1317551	PRESERVED_SPECIMEN	FMNH	Insects	FMNH-INS 0000 045 004		K. Rosciszewski	http://fieldmuseum.org/about/copyright-information		U. Maschwitz			2014-06-26T21:43Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
