gbifid	datasetkey	occurrenceid	kingdom	phylum	class	order	family	genus	species	infraspecificepithet	taxonrank	scientificname	countrycode	locality	publishingorgkey	decimallatitude	decimallongitude	elevation	elevationaccuracy	depth	depthaccuracy	eventdate	day	month	year	taxonkey	specieskey	basisofrecord	institutioncode	collectioncode	catalognumber	recordnumber	identifiedby	rights	rightsholder	recordedby	typestatus	establishmentmeans	lastinterpreted	mediatype	issue
1024541581	d499aef2-b1d9-4890-aeb3-5f0d1237b513	urn:catalog:AUM:Fish:47653	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Allomogurnda	Allomogurnda nesolepis		SPECIES	"Allomogurnda nesolepis (Weber, 1907)"	PG	"trib of Saramandi Creek, at Wam settlement"	34cc6c50-812c-11de-86fe-b8a03c50a862	-4.01329	144.06038					2007-10-09T00:00Z	9	10	2007	2386314	2386314	PRESERVED_SPECIMEN	AUM	Fish	47653		J.W.Armbruster	http://creativecommons.org/publicdomain/zero/1.0		"J.W.Armbruster, P.J.Unmack, etal"			2015-02-17T08:01Z		
1024541605	d499aef2-b1d9-4890-aeb3-5f0d1237b513	urn:catalog:AUM:Fish:47654	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Allomogurnda	Allomogurnda nesolepis		SPECIES	"Allomogurnda nesolepis (Weber, 1907)"	PG	"trib of Saramandi Creek, at Wam settlement"	34cc6c50-812c-11de-86fe-b8a03c50a862	-4.01329	144.06038					2007-10-09T00:00Z	9	10	2007	2386314	2386314	PRESERVED_SPECIMEN	AUM	Fish	47654		H.Larson	http://creativecommons.org/publicdomain/zero/1.0		"J.W.Armbruster, P.J.Unmack, etal"			2015-02-17T08:01Z		
1024541655	d499aef2-b1d9-4890-aeb3-5f0d1237b513	urn:catalog:AUM:Fish:47594	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Allomogurnda	Allomogurnda nesolepis		SPECIES	"Allomogurnda nesolepis (Weber, 1907)"	PG	"Kuins Creek, S of Jama on Mapik-Pagwi road"	34cc6c50-812c-11de-86fe-b8a03c50a862	-3.98669	143.01533					2007-10-12T00:00Z	12	10	2007	2386314	2386314	PRESERVED_SPECIMEN	AUM	Fish	47594		J.W.Armbruster	http://creativecommons.org/publicdomain/zero/1.0		"J.W.Armbruster, P.J.Unmack, A.Y.Ko’ou"			2015-02-17T08:01Z		
1024541725	d499aef2-b1d9-4890-aeb3-5f0d1237b513	urn:catalog:AUM:Fish:47659	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Allomogurnda	Allomogurnda nesolepis		SPECIES	"Allomogurnda nesolepis (Weber, 1907)"	PG	"Saramandi Creek, at Gavien settlement"	34cc6c50-812c-11de-86fe-b8a03c50a862	-3.9861	144.06748					2007-10-09T00:00Z	9	10	2007	2386314	2386314	PRESERVED_SPECIMEN	AUM	Fish	47659		J.W.Armbruster	http://creativecommons.org/publicdomain/zero/1.0		"J.W.Armbruster, P.J.Unmack, R.Smank, etal"			2015-02-17T08:01Z		
188585076	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:CAS 63497	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Allomogurnda	Allomogurnda nesolepis		SPECIES	"Allomogurnda nesolepis (Weber, 1907)"	PG	Ramu R. at Gusap Downs; elev. 420m.	192a9ab0-5565-11d8-b290-b8a03c50a862	-6.1	145.96667			1.0		1987-10-21T00:00Z	21	10	1987	2386314	2386314	PRESERVED_SPECIMEN	FishBase	Occurrence	CAS 63497		G.R. ALLEN & L.R. PA/1987			"L. Parenti, G. Allen, & D. Coates"			2015-07-15T17:17Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
188585077	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:CAS 63504	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Allomogurnda	Allomogurnda nesolepis		SPECIES	"Allomogurnda nesolepis (Weber, 1907)"	PG	Creek on Lae-Madang Rd. 9 km east of turnoff to Dumpu Airstrip.	192a9ab0-5565-11d8-b290-b8a03c50a862	-5.88333	145.76667			1.0		1987-10-21T00:00Z	21	10	1987	2386314	2386314	PRESERVED_SPECIMEN	FishBase	Occurrence	CAS 63504		G.R. ALLEN & L.R. PA/1987			"L. Parenti, G. Allen & D. Coates"			2015-07-15T17:17Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
188585078	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:CAS 63506	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Allomogurnda	Allomogurnda nesolepis		SPECIES	"Allomogurnda nesolepis (Weber, 1907)"	PG	Whege R. where it is crossed by Brahman-Kausi Rd.;tributary of Ramu R.	192a9ab0-5565-11d8-b290-b8a03c50a862	-5.75	145.33333			0.3		1987-10-22T00:00Z	22	10	1987	2386314	2386314	PRESERVED_SPECIMEN	FishBase	Occurrence	CAS 63506		G.R. ALLEN & L.R. PA/1987			L.R. PARENTI & G.R. ALLEN			2015-07-15T17:17Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
188585079	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:CAS 63519	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Allomogurnda	Allomogurnda nesolepis		SPECIES	"Allomogurnda nesolepis (Weber, 1907)"	PG	"Creek 7 km N of Brahman Mission, where it is crossed by Brahman Rd., trib. of Ramu R.; elev. 125m"	192a9ab0-5565-11d8-b290-b8a03c50a862	-5.71667	145.4			0.5		1987-10-22T00:00Z	22	10	1987	2386314	2386314	PRESERVED_SPECIMEN	FishBase	Occurrence	CAS 63519		G.R. ALLEN & L.R. PA/1987			"L. Parenti, G. Allen & D. Coates"			2015-07-15T17:17Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
188585080	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:CAS 63525	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Allomogurnda	Allomogurnda nesolepis		SPECIES	"Allomogurnda nesolepis (Weber, 1907)"	PG	"Creek 2 km north of Brahman Mission, where it is crossed by Brahman Rd., trib. of Ramu R., elev. 140m."	192a9ab0-5565-11d8-b290-b8a03c50a862	-5.73333	145.36667			1.0		1987-10-23T00:00Z	23	10	1987	2386314	2386314	PRESERVED_SPECIMEN	FishBase	Occurrence	CAS 63525		G.R. ALLEN & L.R. PA/1987			"L. Parenti, G. Allen & D. Coates"			2015-07-15T17:17Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
188585081	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:CAS 63535	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Allomogurnda	Allomogurnda nesolepis		SPECIES	"Allomogurnda nesolepis (Weber, 1907)"	PG	Ramu R. where it is crossed by bridge on Brahman Rd. Nside near Usema village; freshwater; elev. 125m.	192a9ab0-5565-11d8-b290-b8a03c50a862	-5.75	145.38333			1.0		1987-10-23T00:00Z	23	10	1987	2386314	2386314	PRESERVED_SPECIMEN	FishBase	Occurrence	CAS 63535		G.R. ALLEN & L.R. PA/1987			"L. Parenti, G. Allen & D. Coates"			2015-07-15T17:17Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
188585082	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:CAS 63542	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Allomogurnda	Allomogurnda nesolepis		SPECIES	"Allomogurnda nesolepis (Weber, 1907)"	PG	"where it is crossed by Lae-Madang Rd., approx. 18 km N of Usino Junction; elev. 350 m."	192a9ab0-5565-11d8-b290-b8a03c50a862	-5.46667	145.5			0.5		1987-10-23T00:00Z	23	10	1987	2386314	2386314	PRESERVED_SPECIMEN	FishBase	Occurrence	CAS 63542		G.R. ALLEN & L.R. PA/1987			L.R. PARENTI & G.R. ALLEN			2015-07-15T17:17Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
188585083	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:CAS 63350	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Allomogurnda	Allomogurnda nesolepis		SPECIES	"Allomogurnda nesolepis (Weber, 1907)"	PG	"Creek 7 km SE of Kesawai River, off Lae-Madang Road,"	192a9ab0-5565-11d8-b290-b8a03c50a862	-5.80833	145.63333			0.5		1987-10-05T00:00Z	5	10	1987	2386314	2386314	PRESERVED_SPECIMEN	FishBase	Occurrence	CAS 63350		G.R. ALLEN & L.R. PA/1987			L.R. PARENTI & G.R. ALLEN			2015-07-15T17:17Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
188585084	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:CAS 63355	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Allomogurnda	Allomogurnda nesolepis		SPECIES	"Allomogurnda nesolepis (Weber, 1907)"	PG	"Creek 4 km SE of Omea River, off Lae-Madang Road, NohuRiver."	192a9ab0-5565-11d8-b290-b8a03c50a862	-5.65	145.49167			1.0		1987-10-05T00:00Z	5	10	1987	2386314	2386314	PRESERVED_SPECIMEN	FishBase	Occurrence	CAS 63355		G.R. ALLEN & L.R. PA/1987			L.R. PARENTI & G.R. ALLEN			2015-07-15T17:17Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
188585085	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:CAS 63696	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Allomogurnda	Allomogurnda nesolepis		SPECIES	"Allomogurnda nesolepis (Weber, 1907)"	PG	"Creek, on Madang-Mawan Road 8 km west of junction withNorth Coast road, flowing into Gogol River."	192a9ab0-5565-11d8-b290-b8a03c50a862	-5.25	145.7			1.0		1987-10-06T00:00Z	6	10	1987	2386314	2386314	PRESERVED_SPECIMEN	FishBase	Occurrence	CAS 63696		G.R. ALLEN & L.R. PA/1987			"L. PARENTI,G. ALLEN & D.COATES"			2015-07-15T17:17Z		GEODETIC_DATUM_ASSUMED_WGS84
188585086	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:CAS 63369	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Allomogurnda	Allomogurnda nesolepis		SPECIES	"Allomogurnda nesolepis (Weber, 1907)"	PG	"Sapi River, 3.5 km W. of where it flows into the GogolRiver"	192a9ab0-5565-11d8-b290-b8a03c50a862	-5.18333	145.5			1.0		1987-10-08T00:00Z	8	10	1987	2386314	2386314	PRESERVED_SPECIMEN	FishBase	Occurrence	CAS 63369		G.R. ALLEN & L.R. PA/1987			"L. PARENTI, G. ALLEN & J.MIZEU"			2015-07-15T17:17Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
188585087	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:CAS 63418	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Allomogurnda	Allomogurnda nesolepis		SPECIES	"Allomogurnda nesolepis (Weber, 1907)"	PG	Tok Tok R. where it is crossed by road to Bunapas.	192a9ab0-5565-11d8-b290-b8a03c50a862	-4.18333	144.76667			0.5		1987-10-15T00:00Z	15	10	1987	2386314	2386314	PRESERVED_SPECIMEN	FishBase	Occurrence	CAS 63418		G.R. ALLEN & L.R. PA/1987			"L.R. PARENTI, G.R. ALLEN ET AL"			2015-07-15T17:17Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
485248606	dce8feb0-6c89-11de-8225-b8a03c50a862		Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Allomogurnda	Allomogurnda nesolepis		SPECIES	"Allomogurnda nesolepis (Weber, 1907)"	PG		770c30d2-c2a8-4bb2-8056-6167297cddae	-3.7	143.233					1988-02-12T00:00Z	12	2	1988	2386314	2386314	PRESERVED_SPECIMEN	AM	Ichthyology	I.28019-001		"Hoese, Dr Douglass Fielding - Australian Museum - Ichthyology"			"van Zwieten, P."			2014-06-05T10:55Z		GEODETIC_DATUM_ASSUMED_WGS84
473149181	5d6c10bd-ea31-4363-8b79-58c96d859f5b	urn:catalog:CAS:ICH:63350	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Allomogurnda	Allomogurnda nesolepis		SPECIES	"Mogurnda nesolepis (Weber, 1907)"	PG	"Creek 7 km SE of Kesawai River, off Lae-Madang Road,"	66522820-055c-11d8-b84e-b8a03c50a862	-5.80833	145.63333					1987-10-05T00:00Z	5	10	1987	2386316	2386314	PRESERVED_SPECIMEN	CAS	ICH	63350		G.R. ALLEN & L.R. PA			"Parenti, Lynne R.; Allen, Gerald R."			2014-06-16T21:08Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
473149194	5d6c10bd-ea31-4363-8b79-58c96d859f5b	urn:catalog:CAS:ICH:63355	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Allomogurnda	Allomogurnda nesolepis		SPECIES	"Mogurnda nesolepis (Weber, 1907)"	PG	"Creek 4 km SE of Omea River, off Lae-Madang Road, NohuRiver."	66522820-055c-11d8-b84e-b8a03c50a862	-5.65	145.49167					1987-10-05T00:00Z	5	10	1987	2386316	2386314	PRESERVED_SPECIMEN	CAS	ICH	63355		G.R. ALLEN & L.R. PA			L.R. PARENTI & G.R. ALLEN			2014-06-16T21:08Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
473149202	5d6c10bd-ea31-4363-8b79-58c96d859f5b	urn:catalog:CAS:ICH:63696	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Allomogurnda	Allomogurnda nesolepis		SPECIES	"Mogurnda nesolepis (Weber, 1907)"	PG	"Creek, on Madang-Mawan Road 8 km west of junction withNorth Coast road, flowing into Gogol River."	66522820-055c-11d8-b84e-b8a03c50a862	-5.25	145.7					1987-10-06T00:00Z	6	10	1987	2386316	2386314	PRESERVED_SPECIMEN	CAS	ICH	63696		G.R. ALLEN & L.R. PA			"L. PARENTI,G. ALLEN & D.COATES"			2014-06-16T21:08Z		GEODETIC_DATUM_ASSUMED_WGS84
473149249	5d6c10bd-ea31-4363-8b79-58c96d859f5b	urn:catalog:CAS:ICH:63369	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Allomogurnda	Allomogurnda nesolepis		SPECIES	"Mogurnda nesolepis (Weber, 1907)"	PG	"Sapi River, 3.5 km W. of where it flows into the GogolRiver"	66522820-055c-11d8-b84e-b8a03c50a862	-5.18333	145.5					1987-10-08T00:00Z	8	10	1987	2386316	2386314	PRESERVED_SPECIMEN	CAS	ICH	63369		G.R. ALLEN & L.R. PA			"L. PARENTI, G. ALLEN & J.MIZEU"			2014-06-16T21:08Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
473149403	5d6c10bd-ea31-4363-8b79-58c96d859f5b	urn:catalog:CAS:ICH:63418	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Allomogurnda	Allomogurnda nesolepis		SPECIES	"Mogurnda nesolepis (Weber, 1907)"	PG	Tok Tok R. where it is crossed by road to Bunapas.	66522820-055c-11d8-b84e-b8a03c50a862	-4.18333	144.76667					1987-10-15T00:00Z	15	10	1987	2386316	2386314	PRESERVED_SPECIMEN	CAS	ICH	63418		G.R. ALLEN & L.R. PA			"L.R. PARENTI, G.R. ALLEN ET AL"			2014-06-16T21:08Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
473149708	5d6c10bd-ea31-4363-8b79-58c96d859f5b	urn:catalog:CAS:ICH:63497	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Allomogurnda	Allomogurnda nesolepis		SPECIES	"Mogurnda nesolepis (Weber, 1907)"	PG	Ramu R. at Gusap Downs; elev. 420m.	66522820-055c-11d8-b84e-b8a03c50a862	-6.1	145.96667					1987-10-21T00:00Z	21	10	1987	2386316	2386314	PRESERVED_SPECIMEN	CAS	ICH	63497		G.R. ALLEN & L.R. PA			"L. Parenti, G. Allen, & D. Coates"			2014-06-16T21:08Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
473149735	5d6c10bd-ea31-4363-8b79-58c96d859f5b	urn:catalog:CAS:ICH:63504	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Allomogurnda	Allomogurnda nesolepis		SPECIES	"Mogurnda nesolepis (Weber, 1907)"	PG	Creek on Lae-Madang Rd. 9 km east of turnoff to Dumpu Airstrip.	66522820-055c-11d8-b84e-b8a03c50a862	-5.88333	145.76667					1987-10-21T00:00Z	21	10	1987	2386316	2386314	PRESERVED_SPECIMEN	CAS	ICH	63504		G.R. ALLEN & L.R. PA			"L. Parenti, G. Allen & D. Coates"			2014-06-16T21:08Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
473149740	5d6c10bd-ea31-4363-8b79-58c96d859f5b	urn:catalog:CAS:ICH:63506	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Allomogurnda	Allomogurnda nesolepis		SPECIES	"Mogurnda nesolepis (Weber, 1907)"	PG	Whege R. where it is crossed by Brahman-Kausi Rd.;tributary of Ramu R.	66522820-055c-11d8-b84e-b8a03c50a862	-5.75	145.33333					1987-10-22T00:00Z	22	10	1987	2386316	2386314	PRESERVED_SPECIMEN	CAS	ICH	63506		G.R. ALLEN & L.R. PA			L.R. PARENTI & G.R. ALLEN			2014-06-16T21:08Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
473149781	5d6c10bd-ea31-4363-8b79-58c96d859f5b	urn:catalog:CAS:ICH:63519	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Allomogurnda	Allomogurnda nesolepis		SPECIES	"Mogurnda nesolepis (Weber, 1907)"	PG	"Creek 7 km N of Brahman Mission, where it is crossed by Brahman Rd., trib. of Ramu R.; elev. 125m"	66522820-055c-11d8-b84e-b8a03c50a862	-5.71667	145.4					1987-10-22T00:00Z	22	10	1987	2386316	2386314	PRESERVED_SPECIMEN	CAS	ICH	63519		G.R. ALLEN & L.R. PA			"L. Parenti, G. Allen & D. Coates"			2014-06-16T21:08Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
473149799	5d6c10bd-ea31-4363-8b79-58c96d859f5b	urn:catalog:CAS:ICH:63525	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Allomogurnda	Allomogurnda nesolepis		SPECIES	"Mogurnda nesolepis (Weber, 1907)"	PG	"Creek 2 km north of Brahman Mission, where it is crossed by Brahman Rd., trib. of Ramu R., elev. 140m."	66522820-055c-11d8-b84e-b8a03c50a862	-5.73333	145.36667					1987-10-23T00:00Z	23	10	1987	2386316	2386314	PRESERVED_SPECIMEN	CAS	ICH	63525		G.R. ALLEN & L.R. PA			"L. Parenti, G. Allen & D. Coates"			2014-06-16T21:08Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
473149825	5d6c10bd-ea31-4363-8b79-58c96d859f5b	urn:catalog:CAS:ICH:63535	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Allomogurnda	Allomogurnda nesolepis		SPECIES	"Mogurnda nesolepis (Weber, 1907)"	PG	Ramu R. where it is crossed by bridge on Brahman Rd. Nside near Usema village; freshwater; elev. 125m.	66522820-055c-11d8-b84e-b8a03c50a862	-5.75	145.38333					1987-10-23T00:00Z	23	10	1987	2386316	2386314	PRESERVED_SPECIMEN	CAS	ICH	63535		G.R. ALLEN & L.R. PA			"L. Parenti, G. Allen & D. Coates"			2014-06-16T21:08Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
473149859	5d6c10bd-ea31-4363-8b79-58c96d859f5b	urn:catalog:CAS:ICH:63542	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Allomogurnda	Allomogurnda nesolepis		SPECIES	"Mogurnda nesolepis (Weber, 1907)"	PG	"where it is crossed by Lae-Madang Rd., approx. 18 km N of Usino Junction; elev. 350 m."	66522820-055c-11d8-b84e-b8a03c50a862	-5.46667	145.5					1987-10-23T00:00Z	23	10	1987	2386316	2386314	PRESERVED_SPECIMEN	CAS	ICH	63542		G.R. ALLEN & L.R. PA			L.R. PARENTI & G.R. ALLEN			2014-06-16T21:08Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1100611383	dce8feb0-6c89-11de-8225-b8a03c50a862	2337f578-1416-4908-811c-7da259e0b73b	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Allomogurnda	Allomogurnda nesolepis		SPECIES	"Mogurnda nesolepis (Weber, 1907)"	PG		770c30d2-c2a8-4bb2-8056-6167297cddae	-3.616	142.933					1988-01-01T00:00Z	1	1	1988	2386316	2386314	PRESERVED_SPECIMEN	AM	Ichthyology	I.28011-005		"Hoese, Dr Douglass Fielding - Australian Museum - Ichthyology"			"villagers, Local"			2015-07-17T06:02Z		GEODETIC_DATUM_ASSUMED_WGS84
1100618296	dce8feb0-6c89-11de-8225-b8a03c50a862	e7760b82-9614-45ce-80ff-b7a07002e0a4	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Allomogurnda	Allomogurnda nesolepis		SPECIES	"Mogurnda nesolepis (Weber, 1907)"	PG		770c30d2-c2a8-4bb2-8056-6167297cddae	-4.05	144.1					1988-05-19T00:00Z	19	5	1988	2386316	2386314	PRESERVED_SPECIMEN	AM	Ichthyology	I.30202-004		"VAN ZWIETEN, P."			"P VAN ZWIETEN, M KAPI AND G BOYAK"			2015-07-17T06:03Z		GEODETIC_DATUM_ASSUMED_WGS84
1100618297	dce8feb0-6c89-11de-8225-b8a03c50a862	23a59311-ec08-42b9-b5c5-10eb246f0a4d	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Allomogurnda	Allomogurnda nesolepis		SPECIES	"Mogurnda nesolepis (Weber, 1907)"	PG		770c30d2-c2a8-4bb2-8056-6167297cddae	-5.7	145.383					1988-04-24T00:00Z	24	4	1988	2386316	2386314	PRESERVED_SPECIMEN	AM	Ichthyology	I.30195-002		"VAN ZWIETEN, P."			P VAN ZWIETEN AND D COATES			2015-07-17T06:03Z		GEODETIC_DATUM_ASSUMED_WGS84
1100618298	dce8feb0-6c89-11de-8225-b8a03c50a862	834613a4-d937-4c18-8e6c-07134c2d3302	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Allomogurnda	Allomogurnda nesolepis		SPECIES	"Mogurnda nesolepis (Weber, 1907)"	PG		770c30d2-c2a8-4bb2-8056-6167297cddae	-3.616	141.316					1988-12-16T00:00Z	16	12	1988	2386316	2386314	PRESERVED_SPECIMEN	AM	Ichthyology	I.30182-002		"VAN ZWIETEN, P."			"ULAIWI, K"			2015-07-17T06:03Z		GEODETIC_DATUM_ASSUMED_WGS84
1100618314	dce8feb0-6c89-11de-8225-b8a03c50a862	20cf647c-8d28-4ebc-accb-53d800aafae2	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Allomogurnda	Allomogurnda nesolepis		SPECIES	"Mogurnda nesolepis (Weber, 1907)"	PG		770c30d2-c2a8-4bb2-8056-6167297cddae	-5.75	145.583					1988-05-04T00:00Z	4	5	1988	2386316	2386314	PRESERVED_SPECIMEN	AM	Ichthyology	I.30184-003		"VAN ZWIETEN, P."			P VAN ZWIETEN AND M KAPI			2015-07-17T06:03Z		GEODETIC_DATUM_ASSUMED_WGS84
1100618325	dce8feb0-6c89-11de-8225-b8a03c50a862	e482fa67-5a6d-495b-a485-d6dba7fe01d8	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Allomogurnda	Allomogurnda nesolepis		SPECIES	"Mogurnda nesolepis (Weber, 1907)"	PG		770c30d2-c2a8-4bb2-8056-6167297cddae	-5.7	145.383					1988-07-31T00:00Z	31	7	1988	2386316	2386314	PRESERVED_SPECIMEN	AM	Ichthyology	I.30196-003		"VAN ZWIETEN, P."			P VAN ZWIETEN AND D DUDGEON			2015-07-17T06:03Z		GEODETIC_DATUM_ASSUMED_WGS84
1100618360	dce8feb0-6c89-11de-8225-b8a03c50a862	ef3fe485-ae78-4e88-8f00-3ba4b1191485	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Allomogurnda	Allomogurnda nesolepis		SPECIES	"Mogurnda nesolepis (Weber, 1907)"	PG		770c30d2-c2a8-4bb2-8056-6167297cddae	-5.7	145.416					1988-11-21T00:00Z	21	11	1988	2386316	2386314	PRESERVED_SPECIMEN	AM	Ichthyology	I.30180-007		"VAN ZWIETEN, P."			"VAN ZWIETEN, P."			2015-07-17T06:03Z		GEODETIC_DATUM_ASSUMED_WGS84
1100618375	dce8feb0-6c89-11de-8225-b8a03c50a862	cf2e7165-4aec-4944-8993-cf465fde9033	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Allomogurnda	Allomogurnda nesolepis		SPECIES	"Mogurnda nesolepis (Weber, 1907)"	PG		770c30d2-c2a8-4bb2-8056-6167297cddae	-5.783	145.616					1988-08-08T00:00Z	8	8	1988	2386316	2386314	PRESERVED_SPECIMEN	AM	Ichthyology	I.30199-003		"VAN ZWIETEN, P."			"P VAN ZWIETEN, D COATES AND K ULAIWI"			2015-07-17T06:03Z		GEODETIC_DATUM_ASSUMED_WGS84
1100618384	dce8feb0-6c89-11de-8225-b8a03c50a862	42233b77-fffc-4eaf-a824-a1670da80946	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Allomogurnda	Allomogurnda nesolepis		SPECIES	"Mogurnda nesolepis (Weber, 1907)"	PG		770c30d2-c2a8-4bb2-8056-6167297cddae	-3.55	142.116					1990-08-10T00:00Z	10	8	1990	2386316	2386314	PRESERVED_SPECIMEN	AM	Ichthyology	I.30192-001		"VAN ZWIETEN, P."			"P VAN ZWIETEN, M MANOW AND A SAIGA"			2015-07-17T06:03Z		GEODETIC_DATUM_ASSUMED_WGS84
1100618420	dce8feb0-6c89-11de-8225-b8a03c50a862	5003665f-5835-4a7e-9c84-4b39d1e44ecd	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Allomogurnda	Allomogurnda nesolepis		SPECIES	"Mogurnda nesolepis (Weber, 1907)"	PG		770c30d2-c2a8-4bb2-8056-6167297cddae	-4.05	144.1					1988-07-04T00:00Z	4	7	1988	2386316	2386314	PRESERVED_SPECIMEN	AM	Ichthyology	I.30203-007		"VAN ZWIETEN, P."			"P VAN ZWIETEN, A SAIGA AND M KAPI"			2015-07-17T06:03Z		GEODETIC_DATUM_ASSUMED_WGS84
1100618497	dce8feb0-6c89-11de-8225-b8a03c50a862	05066b84-dffd-40a7-95f7-c5fa1a98b3fa	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Allomogurnda	Allomogurnda nesolepis		SPECIES	"Mogurnda nesolepis (Weber, 1907)"	PG		770c30d2-c2a8-4bb2-8056-6167297cddae	-3.966	144.083					1988-02-03T00:00Z	3	2	1988	2386316	2386314	PRESERVED_SPECIMEN	AM	Ichthyology	I.30216-003		"VAN ZWIETEN, P."			P VAN ZWIETEN AND A SAIGA			2015-07-17T06:03Z		GEODETIC_DATUM_ASSUMED_WGS84
